sampleID,read_count,Atopobium_deltae,Atopobium_minutum,Atopobium_parvulum,Atopobium_vaginae,g_Acidaminococcus,g_Acinetobacter,g_Actinobacillus,g_Actinobaculum,g_Actinomyces,g_Actinotignum,g_Aerococcus,g_Akkermansia,g_Alistipes,g_Alloprevotella,g_Alloscardovia,g_Anaerococcus,g_Anaeroglobus,g_Anaerostipes,g_Arcanobacterium,g_Bacillus,g_Bacteroides,g_Bergeyella,g_Bifidobacterium,g_Blautia,g_Brevibacterium,g_Bulleidia,g_Burkholderia.Paraburkholderia,g_Campylobacter,g_Catonella,g_Christensenellaceae_R.7_group,g_Citrobacter,g_Clostridium_sensu_stricto_1,g_Collinsella,g_Coprococcus,g_Corynebacterium,g_Cupriavidus,g_Delftia,g_Dermabacter,g_Dialister,g_Distigma,g_Dorea,g_Enhydrobacter,g_Enterobacter,g_Enterococcus,g_Escherichia.Shigella,g_Ezakiella,g_Facklamia,g_Faecalibacterium,g_Finegoldia,g_Fusicatenibacter,g_Fusobacterium,g_Gallicola,g_Gemella,g_Globicatella,g_Granulicatella,g_Haemophilus,g_Halomonas,g_Helcobacillus,g_Helcococcus,g_Helicobacter,g_Howardella,g_Jonquetella,g_Klebsiella,g_Kluyvera,g_Kocuria,g_Lachnoclostridium,g_Lachnospira,g_Lachnospiraceae_FE2018_group,g_Lachnospiraceae_NK4A136_group,g_Lactobacillus,g_Lactococcus,g_Lawsonella,g_Leptotrichia,g_Leucobacter,g_Megasphaera,g_Micrococcus,g_Mobiluncus,g_Mogibacterium,g_Moryella,g_Murdochiella,g_Mycoplasma,g_Negativicoccus,g_Neisseria,g_Nosocomiicoccus,g_Oligella,g_Olsenella,g_Paeniglutamicibacter,g_Parabacteroides,g_Parvimonas,g_Pasteurella,g_Pediococcus,g_Peptococcus,g_Peptoniphilus,g_Peptostreptococcus,g_Phascolarctobacterium,g_Porphyromonas,g_Prevotella,g_Propionibacterium,g_Propionimicrobium,g_Proteus,g_Pseudarthrobacter,g_Pyramidobacter,g_Ralstonia,g_Rhizobium,g_Rikenellaceae_RC9_gut_group,g_Romboutsia,g_Roseburia,g_Rothia,g_Ruminococcaceae_UCG.002,g_Ruminococcaceae_UCG.014,g_Ruminococcus_1,g_Ruminococcus_2,g_Sarcina,g_Scardovia,g_Senegalimassilia,g_Serratia,g_Shewanella,g_Slackia,g_Solobacterium,g_Sphingomonas,g_Sporosarcina,g_Staphylococcus,g_Stenotrophomonas,g_Streptococcus,g_Subdoligranulum,g_Sutterella,g_Tessaracoccus,g_Trichococcus,g_Trueperella,g_Ureaplasma,g_Varibaculum,g_Variovorax,g_Veillonella,g_Weeksella,g_Zimmermannella,Gardnerella_vaginalis,Lactobacillus_aviarius,Lactobacillus_coleohominis,Lactobacillus_crispatus,Lactobacillus_delbrueckii,Lactobacillus_equicursoris,Lactobacillus_fermentum,Lactobacillus_gasseri,Lactobacillus_iners,Lactobacillus_jensenii,Lactobacillus_kefiranofaciens,Lactobacillus_paracasei_Lactobacillus_rhamnosus,Lactobacillus_pontis,Lactobacillus_reuteri,Lactobacillus_salivarius,Lactobacillus_ultunensis_1,Shuttleworthia_satelles,Sneathia_amnii,Sneathia_sanguinegens,I-A_sim,I-B_sim,II_sim,III-A_sim,III-B_sim,IV-A_sim,IV-B_sim,IV-C0_sim,IV-C1_sim,IV-C2_sim,IV-C3_sim,IV-C4_sim,V_sim,subCST,score,CST
20221229_BC02,115599,0,0,0,24943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,52,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,0,0,2,0,0,59143,0,0,0,0,0,0,26,31279,0,0,0,0,0,0,0,0,0,0,0.0014523417556644,0.0271124290944959,0.0752333001823943,0.2624440112531194,0.3765336651384435,0.2990702744542015,0.75564499375755,0.0818403576264452,0.0220471524194434,0.0148550587936075,0.0019163398617217,0.0976608367759312,0.1671398641336447,IV-B,0.75564499375755,IV-B
20230328_BC34,27435,0,4,0,381,0,0,0,0,0,6,0,0,0,0,0,80,102,28,0,1,157,0,36,55,0,0,0,0,0,0,0,1,0,0,256,0,0,0,44,0,4,0,0,2,15,0,0,84,577,27,51,0,0,0,0,10,0,0,0,0,0,4,0,0,0,0,16,0,0,1,0,23,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,156,0,0,7,995,0,0,0,0,0,0,0,0,6,8,0,0,0,0,0,0,0,0,0,0,0,0,2,0,13,0,39,18,56,0,0,0,48,53,0,0,0,0,0,0,0,21809,0,0,0,1987,0,0,0,0,0,0,0,0,0,0,0,0.9573714159829598,0.971149995134405,0.0514365404929453,0.0019500616616537,0.1056446633346331,0.0044849022448495,0.0144225406598273,0.053770601910915,0.008846089054063,0.0292304069230339,0.0043873005771825,0.0085108947446665,0.0308494638745836,I-B,0.971149995134405,I
20230206_BC21,13943,0,0,0,0,0,0,0,0,0,64,1,0,0,0,55,72,0,0,0,0,9,0,0,2,0,0,0,0,0,0,2,0,0,0,6490,0,0,0,0,0,0,0,0,20,1,0,104,2,3952,0,9,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1062,0,0,0,458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,454,1,0,0,0,0,0,206,0,31,0,0,0,0,0,1,0,0,0,5,2,0,0,1,0,0,0,0,0,0,0,0.0005550213628332,0.005195882413949,0.0078314541239481,0.0014554620164084,0.007186286257536,0.0067517788272984,0.0085475215998354,0.0661892522018036,0.0370210539935647,0.0043996981549617,0.0115313566731546,0.0134133875486445,0.0047222547580722,IV-C0,0.0661892522018036,IV-C
20230206_BC17,19521,0,2,0,14,0,0,0,0,2,0,0,0,1,0,0,3,0,0,31,0,53,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,16,0,12,0,0,0,4,0,0,5,0,0,103,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,1,0,111,0,93,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,158,37,0,651,698,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,0,0,0,0,1,0,0,0,0,141,0,0,6,0,0,0,3,2,0,0,1,0,0,0,0,0,16547,0,0.0001923959390532,0.0003494039252104,0.0006579921125811,0.0001274113270183,0.0008252462247416,0.0044208207178249,0.0043104414423024,0.0015674156685783,0.0002543412609286,0.0001412467300849,0.0001269906681994,0.0004721093457422,0.0006110938466027,IV-A,0.0044208207178249,IV-A
20230215_BC10,25554,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,12,0,1,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,122,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,3,0,4,0,0,0,0,1,0,0,0,0,4,0,0,25085,0,0,0,0,7,253,0,0,0,0,0,0,0,2,0,0.9993630993654468,0.9015554985766828,0.0042759518883298,0.0019022671281596,0.0980966992831711,0.0013323654226089,0.0098576926611132,0.0404508079848277,0.0062817803236798,0.0263116896236994,0.0025137741586084,0.0066127416289615,0.030204048977811,I-A,0.9993630993654468,I
20230215_BC11,19534,0,0,0,1,0,0,0,0,0,624,255,0,0,0,0,1212,0,1,3,0,305,0,1,3,0,0,0,0,0,0,1,8,0,0,1730,0,0,0,158,0,1,0,0,0,16,1374,93,12,1390,0,3866,0,0,0,0,0,0,0,15,0,0,0,0,0,4,0,34,0,0,0,0,67,0,0,1,0,54,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,1604,0,0,935,2038,0,266,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,652,0,0,0,2,0,4,0,0,0,0,214,0,0,0,0,7,0,0,7,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0.0006464808861667,0.0041580459111643,0.0062016876414202,0.0009197701320236,0.005563740976845,0.0284817719369401,0.0220071020802912,0.1522758895149124,0.0064819486332333,0.0009492051300844,0.0055265259704144,0.0046946891574595,0.0047263894052673,IV-C0,0.1522758895149124,IV-C
20221229_BC06,13587,0,0,0,37,0,0,0,0,44,0,0,0,0,0,14,234,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,2762,0,0,93,50,0,0,0,0,19,105,0,294,0,1581,0,262,0,39,0,0,629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,864,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,1696,0,0,0,322,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,2,0,3252,0,1,4,0,0,0,0,0,544,0,0,56,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0.0004890704561996,0.0076897031649484,0.0129857397595833,0.0028215070799167,0.016070466596088,0.0162255077048041,0.0279718956063789,0.195401282258246,0.3828190576014466,0.0202912441894692,0.0644341039680447,0.0456573730695361,0.0064524135719932,IV-C1,0.3828190576014466,IV-C
20230328_BC50,39682,0,0,0,1329,0,0,0,0,0,0,91,1,0,0,0,0,0,0,0,1,10,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,244,0,1,0,0,0,1,0,0,1,11,0,2,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,1328,0,2,0,0,0,179,0,0,0,0,0,0,1,91,0,0,0,226,207,0,84,1248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,4,0,0,13,0,0,11136,0,0,1,0,0,0,0,6,0,0,0,0,0,0,0,0,23196,0,0.0002690347319535,0.0040036374410045,0.0257261644578107,0.002436245397485,0.0325486837405862,0.112500408459945,0.2124756131366257,0.0171733704058561,0.0072984894090448,0.0045027450694832,0.0009254200658708,0.0168517881666413,0.0255892841468029,IV-B,0.2124756131366257,IV-B
20230322_BC96,33285,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,45,0,0,0,2,27,0,2,11,0,0,0,0,0,0,0,6,0,1,91,0,0,6,3,0,0,0,0,0,4,0,0,3,164,0,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,90,0,0,0,33,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,0,24,0,3,0,0,0,13,10,0,10,0,0,68,0,0,0,0,0,0,0,32443,2,0,0,0,0,1,0,0,0,0,0.0024615165333553,0.042925567904927,0.0459403343699412,0.9938772893478022,0.7902322048855647,0.0522999699159178,0.1122482304962016,0.0734387741058004,0.0178127558075804,0.0116302048339444,0.0011684014662554,0.1210492731435755,0.2336312294410255,III-A,0.9938772893478022,III
20230206_BC20,25032,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,1,0,1,0,0,29,0,2,4,0,0,0,0,0,0,1,0,0,1,3,0,0,0,0,0,1,0,0,0,10,0,0,6,1,0,1,0,1,0,0,1,0,0,1,0,0,0,5,0,0,0,0,0,0,31,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,2,0,29,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,141,0,0,0,0,0,1,2,3,3,5,0,0,0,0,1,0,0,0,0,2,0,0,24621,0,0,0,11,9,1,0,0,0,0,0,0,0,2,0,0.9991073074709076,0.8995638877461823,0.0044525837977488,0.0017809169061325,0.0978519517889986,0.0013369562347207,0.0098034470204593,0.0403465885335704,0.0062751013984226,0.0262728773043204,0.0025244389437178,0.0065919696128597,0.0260203877118211,I-A,0.9991073074709076,I
20230206_BC16,16820,0,0,0,1,0,0,0,0,0,3,0,0,2,0,0,51,0,2,0,7,175,0,1206,3,0,0,0,0,0,0,0,7,0,0,78,0,0,0,13,0,0,0,0,1,8,1,0,20,209,0,0,0,0,0,0,6,0,0,0,0,0,0,2,0,0,0,19,0,0,437,0,62,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,2,0,0,0,30,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,1,0,12189,1,32,0,0,0,0,1,0,6,0,0,3,0,0,8,0,0,0,2098,3,0,0,0,0,0,0,0,0,4,0,0.0009000613890625,0.0110613211196122,0.1072878937818768,0.0038643723079694,0.0176032397091317,0.0026984825990921,0.0102177651482831,0.0871354033071519,0.9588011479294734,0.0348999243957314,0.1702074230161555,0.0640617447676948,0.0075348592267874,IV-C1,0.9588011479294734,IV-C
20230322_BC79,27021,0,1,0,0,0,0,0,0,4,22,0,0,0,0,0,481,0,0,2,0,18,0,0,4,0,0,0,94,0,0,0,2,0,0,166,0,0,0,163,0,0,0,0,14,14213,109,7,0,19,0,1479,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,16,0,0,0,0,69,0,0,0,0,56,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,1851,4,1,571,2881,0,23,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,73,1,48,0,0,3,0,894,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0.0001741113315983,0.0036761608304092,0.0033319868284999,0.0004504790274037,0.0025396308246174,0.0125166602870129,0.006730102671893,0.082984304262581,0.0173055839139152,0.0045356411505184,0.0037764285953136,0.0189479372646568,0.0015050221599165,IV-C0,0.082984304262581,IV-C
20230215_BC08,32935,0,0,0,3192,0,0,0,0,0,0,885,0,0,0,0,0,2,0,0,1,20,0,9,2,0,0,0,1,0,0,0,6,0,1,0,0,0,0,112,0,2,0,0,0,1,0,0,4,1,1,1,0,122,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,47,0,5,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,21,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,22,0,3,0,0,2,4,0,0,0,0,0,0,0,0,0,19486,0,0,2554,0,0,0,5,6155,218,0,0,0,0,0,0,0,0,0,0.0610773712666685,0.0888533615614753,0.0739169857710228,0.1676605636278616,0.2867600293352588,0.2979970593756239,0.7342714448387851,0.0754311386600856,0.0220195383854695,0.0168304705790321,0.0031107158092778,0.080103945071388,0.1431853241401155,IV-B,0.7342714448387851,IV-B
20230328_BC56,34995,0,0,0,34718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,105,1,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,18,0,98,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0.0001375435430088,0.0018074035084213,0.0055837882861785,0.0003323517628739,0.0068152927564883,0.0501829585469906,0.1188414993567304,0.0037909103864659,0.0026543283380121,0.003901949948749,0.0019949124464783,0.0072364103060121,0.006643213042424,IV-B,0.1188414993567304,IV-B
20230328_BC52,27467,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,7,0,0,0,2,3,0,1,0,0,0,0,0,0,0,0,1,0,0,44,0,0,0,1,0,0,0,0,0,23,0,4,3,29,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,1,13,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,1,0,0,0,125,2,0,12,0,0,272,0,0,2034,0,0,0,3,23228,1600,0,0,0,0,0,0,0,0,0,0.0481865696048642,0.0950614963572857,0.0488630514150749,0.9872581967218088,0.8871222776814452,0.059398833287866,0.1291214741852901,0.0881364389860482,0.0188918690769848,0.0146342104357321,0.0013391678539791,0.1300049099125114,0.2992904791600776,III-A,0.9872581967218088,III
20230206_BC06,21475,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,23,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,7,3,0,4,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,17,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18831,0,0,0,4,2,2531,0,0,0,0,0,0,0,0,0,0.9786308791977164,0.9447093761247524,0.0048303548168411,0.0038391350908981,0.1037293097586697,0.0014131068305937,0.010878937939076,0.0451864505349766,0.0066117870584661,0.0273797193657799,0.0027065399307874,0.0076594960895147,0.0882306613011352,I-A,0.9786308791977164,I
20230328_BC32,24669,0,0,0,3,0,0,0,0,0,0,0,0,30,0,1,529,0,88,0,1,3490,0,201,332,0,0,0,0,0,0,24,181,0,0,856,0,0,0,2,0,14,0,0,2018,3,227,0,1669,873,60,16,0,75,0,0,459,0,0,0,0,0,0,0,0,0,0,8,0,0,36,0,775,32,0,30,67,0,0,0,0,0,0,419,0,0,0,0,1,98,0,0,0,442,0,98,580,624,0,0,0,0,0,0,0,0,16,0,84,0,0,0,0,0,0,0,0,0,0,0,95,0,927,0,5100,628,290,0,0,0,7,105,0,7,0,0,3,0,0,3,0,0,0,2,287,0,0,0,0,0,0,0,0,0,0,0.0004975539558462,0.0072021475922654,0.0109854324283577,0.0136464476122859,0.0272185310877032,0.0129262562590477,0.0203762826024622,0.2036835144919869,0.3533006335958187,0.1392224130505917,0.0733053526958726,0.113029834843499,0.0104483035368812,IV-C1,0.3533006335958187,IV-C
20230206_BC23,12097,0,0,0,16,0,43,0,0,0,0,2,0,5,0,0,1001,0,21,0,0,438,0,16,105,0,0,0,1,0,0,1,15,0,10,62,20,0,0,63,0,48,0,74,1,4,38,1,60,2286,6,1,0,1,0,0,0,0,0,0,0,0,0,27,0,0,0,40,0,0,3,0,82,0,0,0,0,0,0,0,11,0,0,0,0,1,0,0,10,103,0,0,0,769,0,22,5,4010,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,73,0,0,0,11,0,10,0,1380,21,14,0,0,0,0,3,0,0,0,0,570,0,0,26,0,0,0,7,13,0,0,0,0,0,1,0,0,6,0,0.0024791714752342,0.0098691469620093,0.0178385302147917,0.0032176071607664,0.0202897636409407,0.0796142898155982,0.0803995332832272,0.1609396855909109,0.1505377828170628,0.0103551766156447,0.0335028875486009,0.0290742725430723,0.0135657106421414,IV-C0,0.1609396855909109,IV-C
